YEAR,OP_FP,BAND_NUMBER,LOWER_BOUNDARY
2004,OP,8,189.0882
2004,OP,9,185.521
2004,OP,10,182.0713
2004,OP,11,178.7105
2004,OP,12,175.4488
2004,OP,13,172.0853
2004,OP,14,168.7475
2004,OP,15,165.4752
2004,OP,16,162.1236
2004,OP,17,158.766
2004,OP,18,155.3392
2004,OP,19,151.824
2004,OP,20,148.0636
2004,OP,21,143.9603
2004,OP,22,138.6416
2004,OP,23,132.3254
2004,OP,24,124.1445
2004,OP,25,0
2003,FPA,1,214.5616
2003,FPA,2,206.2028
2003,FPA,3,198.131
2003,FPA,4,189.323
2003,FPA,5,181.1269
2003,FPA,6,173.0392
2003,FPA,7,164.7996
2003,FPA,8,156.0758
2003,FPA,9,144.9876
2003,FPA,10,103.045
2003,FPB,1,216.5689
2003,FPB,2,207.2347
2003,FPB,3,198.8752
2003,FPB,4,189.8832
2003,FPB,5,181.5633
2003,FPB,6,173.5153
2003,FPB,7,165.223
2003,FPB,8,156.4653
2003,FPB,9,145.618
2003,FPB,10,109.138
2003,FPC,1,220.5919
2003,FPC,2,209.4184
2003,FPC,3,200.1632
2003,FPC,4,191.0291
2003,FPC,5,182.9552
2003,FPC,6,175.0544
2003,FPC,7,166.9654
2003,FPC,8,158.0492
2003,FPC,9,147.1987
2003,FPC,10,100.429
2003,FPD,1,231.4407
2003,FPD,2,221.9316
2003,FPD,3,212.1915
2003,FPD,4,202.7996
2003,FPD,5,194.1988
2003,FPD,6,185.9566
2003,FPD,7,177.5711
2003,FPD,8,168.5351
2003,FPD,9,156.9589
2003,FPD,10,112.949
2003,FPE,1,214.289
2003,FPE,2,205.1982
2003,FPE,3,197.2362
2003,FPE,4,188.7397
2003,FPE,5,180.7888
2003,FPE,6,172.9168
2003,FPE,7,165.0026
2003,FPE,8,156.4128
2003,FPE,9,145.2245
2003,FPE,10,104.641
2003,OP,1,224.4903
2003,OP,2,216.6966
2003,OP,3,210.7209
2003,OP,4,205.4601
2003,OP,5,200.794
2003,OP,6,196.7127
2003,OP,7,192.5419
2003,OP,8,188.7271
2003,OP,9,185.1266
2003,OP,10,181.6448
2003,OP,11,178.2527
2003,OP,12,174.9605
2003,OP,13,171.5657
2003,OP,14,168.1967
2003,OP,15,164.894
2003,OP,16,161.5111
2003,OP,17,158.1222
2003,OP,18,154.6635
2003,OP,19,151.1155
2003,OP,20,147.32
2003,OP,21,143.1784
2003,OP,22,137.8102
2003,OP,23,131.4351
2003,OP,24,123.1779
2003,OP,25,0
2002,FPA,1,213.827
2002,FPA,2,204.757
2002,FPA,3,196.2007
2002,FPA,4,187.6029
2002,FPA,5,179.6142
2002,FPA,6,171.8233
2002,FPA,7,164.0089
2002,FPA,8,155.5016
2002,FPA,9,144.9192
2002,FPA,10,100.844
2002,FPB,1,216.7693
2002,FPB,2,207.3491
2002,FPB,3,198.6196
2002,FPB,4,189.7635
2002,FPB,5,181.4804
2002,FPB,6,173.5946
2002,FPB,7,165.5316
2002,FPB,8,156.983
2002,FPB,9,146.1632
2002,FPB,10,101.844
2002,FPC,1,220.2588
2002,FPC,2,209.0198
2002,FPC,3,199.5863
2002,FPC,4,190.5992
2002,FPC,5,182.7544
2002,FPC,6,174.9741
2002,FPC,7,167.0318
2002,FPC,8,158.2942
2002,FPC,9,146.8714
2002,FPC,10,96.8299
2002,FPD,1,229.3985
2002,FPD,2,220.5664
2002,FPD,3,211.7638
2002,FPD,4,202.3514
2002,FPD,5,193.9554
2002,FPD,6,186.23
2002,FPD,7,178.2152
2002,FPD,8,169.4852
2002,FPD,9,157.8424
2002,FPD,10,109.632
2002,FPE,1,210.0282
2002,FPE,2,200.9623
2002,FPE,3,192.7244
2002,FPE,4,184.4644
2002,FPE,5,176.7838
2002,FPE,6,169.3214
2002,FPE,7,161.8171
2002,FPE,8,153.4422
2002,FPE,9,142.6272
2002,FPE,10,91.8393
2002,OP,1,223.6263
2002,OP,2,215.8305
2002,OP,3,209.8717
2002,OP,4,204.6296
2002,OP,5,199.9823
2002,OP,6,195.9421
2002,OP,7,191.8555
2002,OP,8,188.1384
2002,OP,9,184.6263
2002,OP,10,181.2348
2002,OP,11,177.9202
2002,OP,12,174.69
2002,OP,13,171.3565
2002,OP,14,168.0152
2002,OP,15,164.7545
2002,OP,16,161.4455
2002,OP,17,158.1366
2002,OP,18,154.7632
2002,OP,19,151.2952
2002,OP,20,147.578
2002,OP,21,143.5012
2002,OP,22,138.1845
2002,OP,23,131.825
2002,OP,24,123.5186
2002,OP,25,0
2001,FPA,1,215.9201
2001,FPA,2,206.2656
2001,FPA,3,197.4173
2001,FPA,4,188.6905
2001,FPA,5,180.5472
2001,FPA,6,172.7928
2001,FPA,7,164.8151
2001,FPA,8,156.237
2001,FPA,9,145.2009
2001,FPA,10,101.24
2001,FPB,1,216.24
2001,FPB,2,206.6626
2001,FPB,3,198.188
2001,FPB,4,189.3155
2001,FPB,5,181.1805
2001,FPB,6,173.3995
2001,FPB,7,165.3535
2001,FPB,8,156.6476
2001,FPB,9,145.5267
2001,FPB,10,88.0458
2001,FPC,1,220.0113
2001,FPC,2,209.2426
2001,FPC,3,199.3578
2001,FPC,4,190.7283
2001,FPC,5,183.0283
2001,FPC,6,175.4121
2001,FPC,7,167.5672
2001,FPC,8,158.9731
2001,FPC,9,147.8375
2001,FPC,10,110.957
2001,FPD,1,231.2706
2001,FPD,2,219.99
2001,FPD,3,210.4412
2001,FPD,4,200.549
2001,FPD,5,191.806
2001,FPD,6,183.7555
2001,FPD,7,175.6105
2001,FPD,8,166.3309
2001,FPD,9,154.9271
2001,FPD,10,118.226
2001,FPE,1,211.202
2001,FPE,2,202.0099
2001,FPE,3,193.9231
2001,FPE,4,185.5462
2001,FPE,5,178.0059
2001,FPE,6,170.5111
2001,FPE,7,162.8423
2001,FPE,8,154.4091
2001,FPE,9,143.1667
2001,FPE,10,94.7291
2001,OP,1,225.5283
2001,OP,2,217.5127
2001,OP,3,211.386
2001,OP,4,205.9961
2001,OP,5,201.2178
2001,OP,6,197.0637
2001,OP,7,192.8618
2001,OP,8,189.04
2001,OP,9,185.4288
2001,OP,10,181.9418
2001,OP,11,178.5337
2001,OP,12,175.2124
2001,OP,13,171.7849
2001,OP,14,168.3495
2001,OP,15,164.9969
2001,OP,16,161.5945
2001,OP,17,158.1924
2001,OP,18,154.7238
2001,OP,19,151.1581
2001,OP,20,147.3361
2001,OP,21,143.1443
2001,OP,22,137.6777
2001,OP,23,131.139
2001,OP,24,122.5983
2001,OP,25,0
2000,FPA,1,215.484
2000,FPA,2,205.8596
2000,FPA,3,197.0259
2000,FPA,4,188.2289
2000,FPA,5,180.3078
2000,FPA,6,172.5237
2000,FPA,7,164.7261
2000,FPA,8,156.0032
2000,FPA,9,144.8285
2000,FPA,10,0
2000,FPB,1,217.124
2000,FPB,2,207.4647
2000,FPB,3,198.2297
2000,FPB,4,189.3257
2000,FPB,5,181.3488
2000,FPB,6,173.5594
2000,FPB,7,165.6078
2000,FPB,8,157.0464
2000,FPB,9,146.118
2000,FPB,10,0
2000,FPC,1,220.4632
2000,FPC,2,208.9404
2000,FPC,3,199.2508
2000,FPC,4,190.4766
2000,FPC,5,182.5624
2000,FPC,6,175.0021
2000,FPC,7,167.059
2000,FPC,8,158.3594
2000,FPC,9,147.3188
2000,FPC,10,0
2000,FPD,1,233.1267
2000,FPD,2,222.0017
2000,FPD,3,211.528
2000,FPD,4,201.6592
2000,FPD,5,193.1199
2000,FPD,6,185.114
2000,FPD,7,177.1358
2000,FPD,8,168.0455
2000,FPD,9,156.8032
2000,FPD,10,0
2000,FPE,1,211.0496
2000,FPE,2,201.8362
2000,FPE,3,193.5739
2000,FPE,4,185.4653
2000,FPE,5,178.0621
2000,FPE,6,170.7749
2000,FPE,7,163.1892
2000,FPE,8,154.7723
2000,FPE,9,143.9259
2000,FPE,10,0
2000,OP,1,226.0542
2000,OP,2,218.1255
2000,OP,3,212.0652
2000,OP,4,206.7338
2000,OP,5,202.0073
2000,OP,6,197.8983
2000,OP,7,193.7419
2000,OP,8,189.9616
2000,OP,9,186.3895
2000,OP,10,182.9403
2000,OP,11,179.5692
2000,OP,12,176.284
2000,OP,13,172.8936
2000,OP,14,169.4954
2000,OP,15,166.1791
2000,OP,16,162.8137
2000,OP,17,159.4484
2000,OP,18,156.0175
2000,OP,19,152.4904
2000,OP,20,148.7099
2000,OP,21,144.5636
2000,OP,22,139.1562
2000,OP,23,132.6884
2000,OP,24,124.2404
2000,OP,25,0
